id,省份,类型,lat,long,传感器数量
469,四川省,水电,32.2018235,101.6989707,1199
470,四川省,水电,31.68807766,103.1888265,786
471,四川省,水电,32.3554314,101.876587,1129
472,四川省,水电,32.58304274,101.2561237,1518
473,四川省,水电,30.41718139,101.411792,1322
474,四川省,水电,28.29210292,102.5296207,1647
475,四川省,水电,32.75450007,98.24182056,1099
476,四川省,水电,28.6069842,99.29592487,1965
477,四川省,水电,29.42694425,103.6144104,1924
478,四川省,水电,32.55587352,105.5779897,1788
479,四川省,水电,32.11444252,106.7380954,877
480,四川省,水电,32.89833737,99.13677334,904
481,四川省,水电,30.95065751,104.9776166,515
482,四川省,水电,28.46858635,104.8669484,1489
483,四川省,水电,29.72327881,104.9618299,1327
484,四川省,水电,27.7770984,105.723541,1424
485,四川省,水电,31.04703316,108.0251422,1707
486,四川省,水电,27.38886693,102.5494793,1720
487,四川省,水电,30.99891232,103.606739,558
488,四川省,水电,32.0814696,105.994643,853
489,四川省,水电,30.30528106,103.7368138,1635
490,四川省,水电,29.33528335,104.8228095,629
491,四川省,水电,31.53350111,99.94239187,936
492,四川省,水电,29.98350222,103.6919338,1587
493,四川省,水电,29.07576646,104.5137368,1637
494,四川省,水电,30.08421444,106.8765347,1665
495,四川省,水电,32.03571253,102.4059568,528
496,四川省,水电,31.71456135,98.9244052,896
497,四川省,水电,32.14013241,102.9226824,1759
498,四川省,水电,29.38274229,99.86292749,679
499,四川省,水电,30.14427671,100.603394,1573
500,四川省,水电,31.10207736,107.3437714,1636
501,四川省,水电,31.76601599,108.3615058,511
502,四川省,水电,30.17323077,103.1843503,1031
503,四川省,水电,31.27139553,99.80057477,1734
504,四川省,水电,29.50224907,99.93768077,1250
505,四川省,水电,33.7299936,98.0718709,1827
506,四川省,水电,33.78210284,97.47277792,1263
507,四川省,水电,27.65825995,101.7762686,597
508,四川省,水电,29.65386888,104.2938399,1003
509,四川省,水电,29.22702221,102.839558,1885
510,四川省,风电,27.44558012,102.0726913,811
511,四川省,风电,30.25091925,100.1118626,1097
512,四川省,光伏,30.46849841,103.0939975,1650
513,湖北省,火电,30.15703595,115.5860969,932
514,湖北省,火电,31.21453055,110.7361189,1360
515,湖北省,火电,30.13642636,113.9556984,553
516,湖北省,火电,30.47406593,111.5233453,1283
517,湖北省,火电,30.36636457,115.1333544,824
518,湖北省,火电,32.13805897,112.4574601,1853
519,湖北省,火电,30.77152889,113.3388617,1604
520,湖北省,火电,30.92939201,115.954762,1717
521,湖北省,水电,30.91607565,114.9650268,1885
522,湖北省,水电,30.91845861,115.6723785,1777
523,湖北省,水电,30.7238244,110.2295198,1262
524,湖北省,水电,30.60509738,110.4884182,1621
525,湖北省,水电,30.1864498,109.929028,1059
526,湖北省,水电,29.31590489,113.9816015,1524
527,湖北省,水电,31.73193925,113.9345126,1740
528,湖北省,水电,30.87378283,111.1936896,1622
529,湖北省,水电,31.0103242,110.9466079,507
530,湖北省,水电,29.72892082,114.9594874,1991
531,湖北省,水电,30.85828805,110.6236254,1229
532,湖北省,水电,32.83548579,110.6243673,536
533,湖北省,水电,32.868656,110.4978122,1437
534,湖北省,水电,31.97420995,113.3578406,947
535,湖北省,水电,31.6210944,111.3528608,1731
536,湖北省,水电,32.09188474,113.2816915,1605
537,湖北省,水电,32.52774933,110.6977202,1119
538,湖北省,水电,30.18659646,110.5013324,1381
539,湖北省,水电,29.52873046,113.8594067,1690
540,湖北省,水电,31.35894767,111.647524,1348
541,湖北省,水电,29.28559672,113.6940852,537
542,湖北省,水电,30.8850445,111.9135827,966
543,湖北省,水电,32.14064358,111.4578646,697
544,湖北省,水电,31.59041405,113.1187029,1506
545,湖北省,水电,29.83701372,109.0448556,602
546,湖北省,水电,31.33709675,111.2930234,916
547,湖北省,水电,30.43226435,110.8051704,1933
548,湖北省,水电,30.62607672,111.4336529,1550
549,湖北省,水电,30.20317979,110.5834604,1779
550,湖北省,水电,30.08261012,112.7446679,1292
551,湖北省,水电,31.13309553,114.1742878,1085
552,湖北省,水电,32.88563975,111.0807294,962
553,湖北省,风电,30.0171539,111.7978314,1801
554,湖北省,风电,31.34692141,112.1027555,1749
555,湖北省,风电,29.65932816,114.6518334,1549
556,湖北省,光伏,29.2759207,113.8665061,1063
557,湖北省,光伏,30.38756465,108.8834266,1846
558,湖北省,光伏,31.75140142,111.6311995,1383
559,湖北省,光伏,32.79767468,111.2360911,1109
560,安徽省,火电,30.53684096,119.1588718,928
561,安徽省,火电,31.24724776,117.2273045,1046
562,安徽省,火电,32.49620938,118.5446324,1490
563,安徽省,火电,31.32320577,117.5583499,644
564,安徽省,火电,32.74926755,115.5667985,791
565,安徽省,火电,30.5803957,118.7795264,861
566,安徽省,火电,31.20083477,116.9439356,1787
567,安徽省,火电,33.59999151,117.2065815,754
568,安徽省,火电,31.98381144,116.6180465,1144
569,安徽省,火电,29.85070962,117.542691,1644
570,安徽省,火电,31.96294343,116.8329922,1146
571,安徽省,火电,31.05373421,116.0823052,1390
572,安徽省,火电,31.69730555,117.526741,1851
573,安徽省,火电,29.92848906,117.5871487,1879
574,安徽省,火电,30.13363134,116.5348253,688
575,安徽省,火电,31.10406904,117.6711973,1028
576,安徽省,水电,32.19423613,117.1242293,1345
577,安徽省,风电,29.87571756,116.8819731,1064
578,安徽省,光伏,31.54019949,118.3641201,1837
579,安徽省,光伏,32.65361297,116.7989232,560
580,安徽省,光伏,33.77743579,116.842099,954
581,安徽省,光伏,31.1532612,118.8436396,901
582,安徽省,光伏,32.34815308,117.1917517,1417
583,安徽省,光伏,30.93423763,117.8005454,1316
584,安徽省,光伏,30.0767115,117.0244977,1179
585,安徽省,光伏,33.08844714,117.9527544,1083
586,江苏省,火电,32.94633189,118.8092329,1098
587,江苏省,火电,33.97849852,120.0122517,1371
588,江苏省,火电,33.47954633,120.6103495,1222
589,江苏省,火电,33.62651663,120.6033512,741
590,江苏省,火电,32.15442293,120.0023935,703
591,江苏省,火电,34.75929529,116.8500346,1903
592,江苏省,火电,34.49565986,119.4346091,831
593,江苏省,火电,34.31514607,119.2287388,1421
594,江苏省,火电,31.98540641,119.1816055,1766
595,江苏省,火电,34.74888634,119.0773,1990
596,江苏省,火电,33.89614398,118.5535989,738
597,江苏省,火电,31.51137984,119.8718121,1097
598,江苏省,火电,34.26007912,119.334006,1757
599,江苏省,火电,31.99766733,121.680865,1639
600,江苏省,火电,32.03223385,121.2784542,1455
601,江苏省,火电,33.11322253,118.6160727,1775
602,江苏省,火电,33.11950469,118.4759385,1995
603,江苏省,火电,31.67632867,118.9517155,500
604,江苏省,火电,31.18576053,119.6160721,1650
605,江苏省,火电,32.33486048,120.4255997,1889
606,江苏省,火电,32.89314694,120.2067342,1576
607,江苏省,火电,32.49852154,119.0387913,1735
608,江苏省,火电,32.88278328,120.9636801,1810
609,江苏省,火电,31.62350337,119.2460109,511
610,江苏省,火电,32.99679608,119.8633905,1342
611,江苏省,火电,33.63675045,119.5520282,1203
612,江苏省,火电,31.26065088,119.2396161,519
613,江苏省,火电,33.89340043,119.8834306,1570
614,江苏省,火电,32.42833702,121.3707032,1916
615,江苏省,火电,31.5232322,119.1100186,577
616,江苏省,火电,34.32316369,119.3887954,1785
617,江苏省,火电,32.95688007,120.2956716,990
618,江苏省,火电,34.28391693,119.4194661,1084
619,江苏省,风电,33.47478591,119.5882948,767
620,江苏省,风电,30.92105896,120.5184581,1116
621,江苏省,风电,34.30788955,118.117856,1560
622,江苏省,风电,31.61563625,120.0640894,1063
623,江苏省,风电,31.85398584,119.3598987,1434
624,江苏省,风电,33.78170315,117.8158319,1602
625,江苏省,风电,34.76109257,116.9155197,848
626,江苏省,风电,32.01080481,119.0642469,1865
627,江苏省,风电,34.67752663,116.7857746,813
628,江苏省,风电,33.9927918,120.2312858,1068
629,江苏省,光伏,32.5242634,120.5687156,1093
630,江苏省,光伏,34.79258296,116.5498683,1832
631,江苏省,光伏,34.46861053,117.2989789,1464
632,江苏省,光伏,31.31255529,119.3132698,1117
633,江苏省,光伏,34.6019231,117.9804333,1569
634,江苏省,光伏,33.52814458,118.9541931,655
635,江苏省,光伏,33.92330107,119.2720233,1596
636,江苏省,光伏,33.56586525,119.6240011,776
637,江苏省,光伏,32.31571919,120.6069699,1328
638,青海省,火电,33.33096729,91.39140183,1615
639,青海省,水电,35.28677819,97.50048164,1309
640,青海省,水电,34.10370661,95.81691737,1965
641,青海省,水电,36.89580033,100.6433134,1842
642,青海省,水电,33.9386759,94.43609459,657
643,青海省,水电,37.70339463,95.9777829,980
644,青海省,水电,33.99264347,100.086679,526
645,青海省,水电,36.71669838,101.2618092,1018
646,青海省,水电,34.67054332,100.4492311,1003
647,青海省,光伏,37.28828486,91.45581454,1731
648,青海省,光伏,35.59683761,96.72567741,803
649,青海省,光伏,34.82890165,91.48655585,673
650,青海省,光伏,38.02261706,92.69865561,902
651,青海省,光伏,34.76232285,101.1064189,566
652,青海省,光伏,35.6019977,95.04597549,1379
653,青海省,光伏,33.15549229,95.38889831,1423
654,青海省,光伏,37.02707133,96.61302374,1411
655,青海省,光伏,34.29871021,99.0322651,605
656,青海省,光伏,33.41173496,101.4197929,650
657,青海省,光伏,33.54509189,99.99709203,971
658,青海省,光伏,38.48551856,91.01671281,1189
659,甘肃省,火电,37.12098927,103.1262808,1300
660,甘肃省,火电,39.74307137,97.33448519,1312
661,甘肃省,火电,32.64728571,104.7471462,623
662,甘肃省,火电,34.94259792,102.31982,696
663,甘肃省,火电,35.38750745,103.4928832,1794
664,甘肃省,火电,41.4886357,96.35468622,1994
665,甘肃省,水电,41.30115798,97.65738502,704
666,甘肃省,水电,35.47934739,105.6939028,720
667,甘肃省,水电,34.71775475,105.9137804,764
668,甘肃省,水电,39.99595241,94.97412635,880
669,甘肃省,水电,34.28817839,100.8900787,1586
670,甘肃省,水电,42.49539704,96.45438538,1443
671,甘肃省,水电,35.88514645,107.5993832,1569
672,甘肃省,水电,35.42621922,106.780612,504
673,甘肃省,风电,40.23197586,98.2380912,1229
674,甘肃省,风电,39.96047027,97.97254772,1109
675,甘肃省,风电,35.09198854,104.3252019,978
676,甘肃省,风电,39.99157763,98.07351835,530
677,甘肃省,风电,41.6921824,96.5346037,1862
678,甘肃省,风电,34.82866724,104.0663598,1592
679,甘肃省,风电,40.39749059,97.19528822,828
680,甘肃省,风电,40.75777562,98.25899551,751
681,甘肃省,风电,34.13343201,104.7957591,1859
682,甘肃省,风电,34.7529944,102.2065418,1156
683,甘肃省,风电,37.69414606,103.0087937,1675
684,甘肃省,风电,35.66998631,104.7470386,1618
685,甘肃省,风电,36.32433778,107.7094089,1541
686,甘肃省,风电,38.9402212,94.63782687,1156
687,甘肃省,光伏,42.25610657,97.21227216,810
688,甘肃省,光伏,38.3338387,96.48276527,930
689,甘肃省,光伏,39.08527053,104.0677943,1449
690,甘肃省,光伏,37.7830018,103.1949469,1240
691,甘肃省,光伏,35.71042084,108.2987676,1978
692,甘肃省,光伏,34.88555796,102.288275,667
693,甘肃省,光伏,34.56096083,104.2997902,1710
694,甘肃省,光伏,40.65794436,95.14416,1882
695,甘肃省,光伏,36.2816147,104.9963686,1155
696,陕西省,火电,34.4033808,108.639747,1549
697,陕西省,火电,37.62188782,110.4168615,1147
698,陕西省,火电,35.5838178,110.1205318,897
699,陕西省,火电,35.28255543,109.3341409,1021
700,陕西省,火电,37.56049308,110.070273,1505
701,陕西省,火电,36.73156671,108.2904466,759
702,陕西省,火电,38.22376853,109.9730511,1402
703,陕西省,火电,34.20694471,106.5840267,944
704,陕西省,火电,37.14646171,107.5388528,1052
705,陕西省,火电,36.82191613,109.5936578,1993
706,陕西省,火电,34.6863322,106.6586234,1905
707,陕西省,火电,38.81093172,110.1914254,919
708,陕西省,水电,37.48917265,109.1241962,1279
709,陕西省,水电,37.57939204,110.4637368,619
710,陕西省,水电,32.6353255,107.855915,1852
711,陕西省,风电,33.78540538,109.1965331,1983
712,陕西省,风电,34.32513243,109.413658,787
713,陕西省,风电,36.07868732,109.0700919,1438
714,陕西省,光伏,36.83020033,110.0403583,524
715,陕西省,光伏,36.25588942,109.8940892,1036
716,陕西省,光伏,33.18234976,106.1093305,611
717,陕西省,光伏,36.81759057,108.9025134,1186
718,陕西省,光伏,36.55648906,109.9764401,1960
719,陕西省,光伏,35.1898827,108.2325491,1547
720,陕西省,光伏,34.78341905,108.1055488,792
721,陕西省,光伏,34.88732831,109.1593781,1366
722,山西省,火电,36.57023327,111.7862567,1635
723,山西省,火电,35.34049757,111.0142765,1630
724,山西省,火电,39.60240977,112.7454696,1946
725,山西省,火电,35.89735421,112.8347321,1541
726,山西省,火电,38.04808637,111.7059541,1793
727,山西省,火电,39.75610563,112.0532768,700
728,山西省,火电,40.07385859,112.7005663,1815
729,山西省,火电,39.4113328,111.860397,573
730,山西省,火电,38.68604927,112.0974995,1177
731,山西省,火电,40.08679976,113.7328114,1332
732,山西省,火电,36.56488918,113.07068,1981
733,山西省,火电,36.20375817,112.9878385,1163
734,山西省,火电,35.653503,113.4436664,1490
735,山西省,火电,36.50015005,110.8671385,1479
736,山西省,火电,36.65736139,111.8175773,1851
737,山西省,火电,38.5678511,111.5059969,1954
738,山西省,火电,39.19715845,113.7393818,1695
739,山西省,火电,37.27497974,112.8475453,1749
740,山西省,火电,36.39280838,111.420977,1975
741,山西省,风电,39.5514987,113.2858944,513
742,山西省,风电,37.85793934,111.5751441,1460
743,山西省,风电,36.89068426,111.4590188,1820
744,山西省,风电,35.89548387,111.944612,551
745,山西省,风电,36.82580756,112.9182784,1829
746,山西省,风电,36.55653907,112.9572428,1448
747,山西省,风电,37.88481848,111.6383536,670
748,山西省,风电,38.44679337,112.7232402,1613
749,山西省,风电,35.2872144,112.4020627,1207
750,山西省,风电,38.52051893,111.8690045,1763
751,山西省,风电,37.46760676,110.941427,1639
752,山西省,风电,37.86171632,112.2477389,1453
753,山西省,光伏,38.99387599,113.2176214,1854
754,山西省,光伏,40.50627344,114.0466051,1642
755,山西省,光伏,37.19495399,110.9191202,882
756,山西省,光伏,39.75246912,114.0023678,1044
757,山西省,光伏,35.61909897,111.89848,1541
758,山西省,光伏,35.35974649,112.2766388,658
759,山西省,光伏,37.6542932,111.6344973,1242
760,山西省,光伏,35.43252061,110.9584479,1227
761,山西省,光伏,40.09877984,112.8193158,1214
762,河南省,火电,34.21666531,113.7607067,1358
763,河南省,火电,34.09423268,115.2184531,1647
764,河南省,火电,31.54585001,115.0643349,959
765,河南省,火电,32.16004457,114.6260007,1564
766,河南省,火电,34.09992956,114.5271556,1542
767,河南省,火电,34.13694289,114.1647601,1358
768,河南省,火电,35.7792657,114.9767088,1135
769,河南省,火电,33.65908524,111.687969,1350
770,河南省,火电,32.96907861,112.1250704,1855
771,河南省,火电,32.22617813,114.196387,678
772,河南省,火电,34.92142366,113.4930354,1782
773,河南省,火电,31.72611394,115.4343106,639
774,河南省,火电,32.89173162,113.4839633,965
775,河南省,火电,31.85433174,114.4512937,543
776,河南省,火电,32.24701853,115.7294217,758
777,河南省,火电,34.05938427,114.0112435,1621
778,河南省,火电,34.81196338,112.0392724,1080
779,河南省,火电,35.46713365,114.0109035,1845
780,河南省,火电,34.15412511,111.0735861,1391
781,河南省,火电,35.14816033,114.0342512,1105
782,河南省,水电,32.6408208,115.1346585,1214
783,河南省,水电,34.13596205,114.645131,1948
784,河南省,风电,32.8243243,114.7521466,946
785,河南省,风电,34.06324996,110.811478,1839
786,河南省,光伏,33.6405375,112.4364066,805
787,河南省,光伏,32.33535764,115.6307018,1633
788,河南省,光伏,35.73509613,114.7662512,1603
789,河南省,光伏,33.47184609,111.9214829,651
790,河南省,光伏,33.11511257,111.5346776,1964
791,河南省,光伏,32.01098363,114.2360526,733
792,河北省,火电,41.85672329,115.8683954,1042
793,河北省,火电,41.34540266,115.7799964,624
794,河北省,火电,38.86778417,114.6725066,1853
795,河北省,火电,39.09855244,116.3605006,1153
796,河北省,火电,36.3662451,114.4978754,1712
797,河北省,火电,41.77365665,114.5792788,1680
798,河北省,火电,41.02530758,117.4702776,963
799,河北省,火电,40.25820733,115.6324541,1248
800,河北省,火电,36.7340181,114.5535651,1388
801,河北省,火电,36.44208391,114.377647,1343
802,河北省,火电,41.85548865,116.9628165,1436
803,河北省,火电,41.79390135,117.4480312,1155
804,河北省,火电,40.42380681,114.7782179,1780
805,河北省,火电,41.97340134,114.6292346,1993
806,河北省,火电,38.84766363,116.1405109,1285
807,河北省,火电,42.03577549,117.4578019,1547
808,河北省,火电,38.0710594,116.1825842,1321
809,河北省,火电,37.39955402,114.7997401,1476
810,河北省,风电,40.95535445,114.3527553,1137
811,河北省,风电,39.46623013,114.531884,1033
812,河北省,风电,36.2223347,114.5635057,1010
813,河北省,风电,38.89596464,116.262105,1487
814,河北省,风电,37.75677715,114.3713898,1845
815,河北省,风电,36.73557537,114.213598,1617
816,河北省,风电,38.51432959,115.5507703,623
817,河北省,风电,37.02739432,115.3329064,1133
818,河北省,风电,38.19914749,113.9781446,1971
819,河北省,风电,39.70242519,118.9993772,799
820,河北省,风电,42.46379006,117.3052147,1074
821,河北省,风电,40.67371271,115.6713424,702
822,河北省,风电,38.13758203,115.9378663,938
823,河北省,风电,37.6140454,114.3986177,626
824,河北省,风电,39.74401415,118.9234212,1470
825,河北省,风电,36.5432294,114.1323927,1474
826,河北省,风电,40.79858594,116.2589431,886
827,河北省,光伏,41.4365038,116.5852202,1544
828,河北省,光伏,37.90306534,115.3218197,1092
829,河北省,光伏,40.30991895,117.6143024,793
830,河北省,光伏,40.81344304,116.9168804,568
831,河北省,光伏,42.24729495,117.8680564,1175
832,河北省,光伏,41.05920106,115.127494,1872
833,河北省,光伏,41.14437773,116.7592607,1178
834,河北省,光伏,38.66216441,115.0138806,617
835,河北省,光伏,41.43837998,116.957519,1543
836,河北省,光伏,41.41610533,118.0443555,1208
837,山东省,火电,35.8153107,119.6372277,1539
838,山东省,火电,35.33741838,117.9992176,1922
839,山东省,火电,35.84499728,118.6681935,1103
840,山东省,火电,36.97056904,117.7441035,1593
841,山东省,火电,36.23026278,121.0451803,1868
842,山东省,火电,36.96389612,120.3925619,1034
843,山东省,火电,36.77239898,119.4952213,1913
844,山东省,火电,35.12988002,117.8965806,1740
845,山东省,火电,37.55305275,118.4048964,1357
846,山东省,火电,35.69071885,119.6298635,776
847,山东省,火电,37.9701425,118.0045601,1246
848,山东省,火电,35.65978861,119.875872,801
849,山东省,火电,35.72252392,120.0980931,1850
850,山东省,火电,36.05451602,116.4680405,577
851,山东省,火电,35.14680952,117.4969443,1829
852,山东省,火电,36.339358,117.3967109,1305
853,山东省,火电,36.22339823,116.0600932,798
854,山东省,火电,35.1375827,119.4204826,1862
855,山东省,火电,36.38376459,115.5141238,904
856,山东省,火电,35.70256256,116.5127003,1985
857,山东省,火电,37.81308782,119.165878,1920
858,山东省,火电,36.03312945,117.0819416,1027
859,山东省,火电,35.13465102,117.0194271,1803
860,山东省,火电,37.01425271,121.2334816,850
861,山东省,火电,35.95068156,116.956634,1699
862,山东省,火电,36.61244771,118.2156126,1070
863,山东省,火电,37.22476128,121.5059657,1310
864,山东省,火电,34.74828812,117.9423191,1145
865,山东省,火电,36.34475837,119.5047189,1551
866,山东省,火电,37.69169656,117.0636055,645
867,山东省,火电,37.56185297,121.3110998,615
868,山东省,火电,37.28168041,121.8409513,1352
869,山东省,火电,36.52923025,118.4660756,1038
870,山东省,火电,34.90897973,117.9088073,1045
871,山东省,火电,36.63811464,120.0787886,812
872,山东省,火电,35.49804337,118.4925625,972
873,山东省,火电,34.72078898,117.1199585,1828
874,山东省,风电,34.78917487,118.331398,1561
875,山东省,风电,37.29532879,118.4274877,1119
876,山东省,风电,36.80090628,117.1731142,945
877,山东省,风电,35.56505287,118.9301178,825
878,山东省,风电,35.55442249,116.8396987,1922
879,山东省,风电,36.9055743,119.9292946,1528
880,山东省,风电,35.2119328,117.7058945,1096
881,山东省,风电,35.42555005,117.1654568,944
882,山东省,风电,36.73156173,116.9281621,1410
883,山东省,风电,36.97809267,117.5417484,1179
884,山东省,风电,36.94642896,117.4937731,1227
885,山东省,风电,35.79925579,119.9482656,895
886,山东省,风电,34.82132034,116.1717181,1134
887,山东省,光伏,35.45009553,117.6738758,1403
888,山东省,光伏,37.38897769,118.1343213,1902
889,山东省,光伏,35.56643352,116.27454,546
890,山东省,光伏,34.84864566,116.3696693,1326
891,山东省,光伏,35.95101675,116.3254017,1613
892,山东省,光伏,35.26317851,118.307321,1020
893,山东省,光伏,37.47477545,118.715863,1604
894,辽宁省,火电,41.7862602,119.4282458,658
895,辽宁省,火电,40.70498173,124.3527589,720
896,辽宁省,火电,40.40754047,120.3720178,1247
897,辽宁省,火电,40.6203247,122.3673364,882
898,辽宁省,火电,38.87204205,121.6271169,1256
899,辽宁省,火电,41.77641246,122.7282954,1239
900,辽宁省,火电,40.78928306,119.2347879,1559
901,辽宁省,火电,40.91895467,122.5095717,1258
902,辽宁省,火电,43.17476222,124.2180763,942
903,辽宁省,火电,41.06906244,120.1429543,1830
904,辽宁省,火电,42.14093072,124.1928018,1101
905,辽宁省,风电,40.03089755,122.7280999,1315
906,辽宁省,风电,42.12048584,123.0865136,1317
907,辽宁省,风电,40.95160315,124.5565453,1583
908,辽宁省,风电,41.28650913,119.423631,1180
909,辽宁省,风电,42.56467642,123.8357474,1055
910,辽宁省,风电,40.50335328,123.5886217,1139
911,辽宁省,风电,42.34145526,123.6281306,1596
912,辽宁省,风电,41.65710009,119.5018872,1338
913,辽宁省,风电,40.8956995,122.6661228,1889
914,辽宁省,光伏,42.83303626,124.6701139,1882
915,辽宁省,光伏,40.31096632,123.2024292,613
916,吉林省,火电,43.87404638,128.5406026,728
917,吉林省,火电,43.4140824,126.4316196,1663
918,吉林省,火电,42.45366388,125.2440771,642
919,吉林省,火电,43.15744693,125.9123672,1201
920,吉林省,水电,43.31674464,124.8833431,1894
921,吉林省,风电,44.86365122,125.9741231,1080
922,吉林省,风电,43.69299743,127.9068355,1799
923,吉林省,风电,44.73624161,126.3882197,1579
924,吉林省,风电,42.66701469,130.5081135,673
925,吉林省,风电,42.92511205,127.9077031,1343
926,吉林省,风电,44.03811556,126.6347833,1268
927,吉林省,风电,43.03727717,127.8915867,1098
928,吉林省,光伏,42.14041587,127.8915704,1519
929,吉林省,光伏,43.48135378,125.0509232,653
930,黑龙江省,火电,48.86443812,126.5948135,1275
931,黑龙江省,火电,49.17075615,125.6613405,811
932,黑龙江省,火电,47.89469989,134.2092325,1435
933,黑龙江省,火电,44.56062219,129.5734464,1236
934,黑龙江省,火电,45.09249782,129.5129453,746
935,黑龙江省,火电,47.23532952,124.2073522,521
936,黑龙江省,风电,43.92960943,130.7024885,1594
937,黑龙江省,风电,52.66566739,124.6298259,1724
938,黑龙江省,风电,47.45880088,133.2163366,1830
939,黑龙江省,风电,52.80243087,125.0623779,1773
940,黑龙江省,风电,47.25877602,126.4245437,1934
941,黑龙江省,风电,46.56264872,132.7884457,1766
942,黑龙江省,风电,46.40862437,128.5226434,1468
943,黑龙江省,光伏,51.86026961,125.4061949,1340
944,黑龙江省,光伏,52.89737804,122.4117131,1180
945,浙江省,核电,120.9,30.4,1867
946,广东省,核电,114.5,22.6,1674
947,广东省,核电,114.5,22.6,788
948,江苏省,核电,119.5,34.7,690
949,辽宁省,核电,121.5,39.8,1244
950,福建省,核电,120.3,27,1365
951,福建省,核电,119.4,25.7,1024
952,广东省,核电,112,21.9,856
953,浙江省,核电,121.6,29.1,978
954,山东省,核电,121.3,36.7,622
955,广东省,核电,112.7,21.9,1977
956,海南省,核电,108,19.4,1827
957,广西壮族自治区,核电,108.5,21.7,1366
